sequence.sequenceID,alignment.name,alignment.displayName,sequence.m49_country.id,sequence.m49_country.display_name,sequence.gb_place_sampled,sequence.collection_year,sequence.earliest_collection_year,sequence.latest_collection_year,sequence.gb_length,sequence.gb_create_date,sequence.gb_update_date,sequence.host,sequence.gb_pubmed_id,,sequence.isolate,,,
AY849232,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nan,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,774NNm,,,
AY849233,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phayao,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,775PYp,,,
AY849234,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,776NStk,,,
AY849235,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,795NScs,,,
AY849236,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,801SUsk,,,
AY849237,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Kamphaeng Phet,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,802KPlkb,,,
AY849238,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,811SUkrm,,,
AY849239,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,806PNnm,,,
AY849240,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uttaradit,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,814UDm,,,
AY849241,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uttaradit,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,807UDts,,,
AY849242,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uttaradit,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,800Udm,,,
AY849243,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchabun,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,815PRls,,,
AY849244,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phichit,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,805PCbmn,,,
AY849245,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,780NSm,,,
AY849246,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchabun,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,762PRm,,,
AY849247,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,813PNbrk,,,
AY849248,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phisanulok,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,796PNbrk,,,
AY849249,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Phetchabun,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,816PRcd,,,
AY849250,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Lop Buri,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,778LBtv,,,
AY849251,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,794SUssr,,,
AY849252,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,784SUm,,,
AY849253,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,785SUkkl,,,
AY849254,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,788SUsk,,,
AY849255,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,808SUssn,,,
AY849256,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Sukhothai,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,793SUsn,,,
AY849257,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Lop Buri,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,777LBm,,,
AY849258,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Nakhon Sawan,2003,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,779NSly,,,
AY849259,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Uttaradit,2002,-,2005,414,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,804UDm,,,
AY849260,AL_Asian_SEA3,Asian SEA3,THA,Thailand,Prachuap Khiri Khan,2001,-,2005,413,11-Aug-05,25-Jul-16,Canis familiaris,15985183,,338PJm,,,
AY854660,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,-,2005,414,2-Oct-05,25-Jul-16,Canis familiaris,16186241,,9911CBG,,,
AY854664,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,-,2005,414,2-Oct-05,25-Jul-16,Homo sapiens,16186241,,8743THA,,,
DQ267925,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2003,-,2006,1432,22-May-06,25-Jul-16,Canis familiaris,16529825,,D664_45,,,
DQ275537,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2000,2000,2000,587,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1143THA,,,
DQ275538,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2000,2000,2000,589,10-Dec-05,25-Jul-16,Canis familiaris,17869366,,V1144THA,,,
DQ275539,AL_Asian_SEA4,Asian SEA4,THA,Thailand,-,2000,2000,2000,587,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1145THA,,,
DQ275540,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2001,2001,2001,589,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1147THA,,,
DQ275541,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2001,2001,2001,594,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1148THA,,,
DQ275542,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2001,2001,2001,587,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1149THA,,,
DQ275543,AL_Cosmopolitan_AM4,Cosmopolitan AM4,THA,Thailand,-,2001,2001,2001,587,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1150THA,,,
DQ275544,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2002,2002,2002,587,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1151THA,,,
DQ275545,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2002,2002,2002,587,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1152THA,,,
DQ275546,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,951,10-Dec-05,25-Jul-16,Felis catus,-,,V1371PHIL,,,
DQ275547,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,950,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1374PHIL,,,
DQ275548,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,937,10-Dec-05,25-Jul-16,Canis familiaris,-,,V1375PHIL,,,
DQ275549,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,589,10-Dec-05,25-Jul-16,Canis familiaris,17869366,,V1373PHIL,,,
DQ275550,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,894,10-Dec-05,25-Jul-16,Felis catus,-,,V1372PHIL,,,
EU086129,AL_Asian_SEA3,Asian SEA3,MMR,Myanmar,-,1999,1999,1999,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,9913BIR,,,
EU086130,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,9908CBG,,,
EU086131,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,9911CBG,,,
EU086132,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,9912CBG,,,
EU086133,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,9916CBG,,,
EU086134,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,02006CBG,,,
EU086151,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2003,2003,2003,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,03003INDO,,,
EU086152,AL_Asian_SEA3,Asian SEA3,LAO,Lao,-,1999,1999,1999,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,9910LAO,,,
EU086155,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,1575,30-Aug-08,5-Jul-11,Homo sapiens,18931062,,04030PHI,,,
EU086157,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,1575,30-Aug-08,5-Jul-11,Homo sapiens,18931062,,8734THA,,,
EU086158,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,1575,30-Aug-08,5-Jul-11,Homo sapiens,18931062,,8743THA,,,
EU086159,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,-,2001,2001,2001,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,01016VNM,,,
EU086160,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,-,2001,2001,2001,1575,30-Aug-08,5-Jul-11,Canis familiaris,18931062,,01017VNM,,,
EU086164,AL_Asian_SEA3,Asian SEA3,MMR,Myanmar,-,1999,1999,1999,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9909BIR,,,
EU086165,AL_Asian_SEA3,Asian SEA3,MMR,Myanmar,-,1999,1999,1999,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9913BIR,,,
EU086166,AL_Asian_SEA3,Asian SEA3,MMR,Myanmar,-,1999,1999,1999,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9915BIR,,,
EU086167,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9908CBG,,,
EU086168,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9911CBG,,,
EU086169,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9912CBG,,,
EU086170,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1997,1997,1997,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9914CBG,,,
EU086171,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1999,1999,1999,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9916CBG,,,
EU086172,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,02006CBG,,,
EU086192,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2003,2003,2003,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,03003INDO,,,
EU086193,AL_Asian_SEA3,Asian SEA3,LAO,Lao,-,1999,1999,1999,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,9910LAO,,,
EU086194,AL_Asian_SEA3,Asian SEA3,LAO,Lao,-,2002,2002,2002,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,02001LAO,,,
EU086195,AL_Asian_SEA3,Asian SEA3,LAO,Lao,-,2002,2002,2002,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,02002LAO,,,
EU086200,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,1994,1994,1994,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,94270PHI,,,
EU086201,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,1994,1994,1994,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,94273PHI,,,
EU086202,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,1994,1994,1994,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,94280PHI,,,
EU086203,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2000,2000,2000,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,,03006PHI,,,
EU086204,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2001,2001,2001,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,,03007PHI,,,
EU086205,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2004,2004,2004,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,,04030PHI,,,
EU086206,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,,8734THA,,,
EU086207,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,,8743THA,,,
EU086208,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,1353,30-Aug-08,20-Oct-08,Homo sapiens,18931062,,8738THA,,,
EU086209,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,-,2001,2001,2001,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,01016VNM,,,
EU086210,AL_Asian_SEA3,Asian SEA3,VNM,Vietnam,-,2001,2001,2001,1353,30-Aug-08,20-Oct-08,Canis familiaris,18931062,,01017VNM,,,
EU086213,AL_Asian_SEA3,Asian SEA3,LAO,Lao,-,2002,2002,2002,400,30-Aug-08,25-Jul-16,Canis familiaris,18931062,,02005LAO,,,
EU086215,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1997,1997,1997,400,30-Aug-08,25-Jul-16,Canis familiaris,18931062,,9719CBG,,,
EU086216,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1986,1986,1986,400,30-Aug-08,25-Jul-16,Canis familiaris,18931062,,8664THA,,,
EU086217,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,400,30-Aug-08,25-Jul-16,Homo sapiens,18931062,,8758THA,,,
EU086218,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,400,30-Aug-08,25-Jul-16,Homo sapiens,18931062,,8760THA,,,
EU293100,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,609,30-Nov-08,30-Nov-08,Homo sapiens,18446239,,8764THA,,,
EU293107,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,609,30-Nov-08,30-Nov-08,Homo sapiens,18446239,,8743THA,,,
EU293111,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,11925,22-Apr-08,22-Apr-08,Homo sapiens,18446239,,8764THA,,,
GQ303555,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2009,2009,2009,1353,23-Dec-09,23-Dec-09,Homo sapiens,19995214,,UA341,,,
GQ303556,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2009,2009,2009,1353,23-Dec-09,23-Dec-09,Canis familiaris,19995214,,D9/52,,,
GQ303557,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2009,2009,2009,1575,23-Dec-09,23-Dec-09,Homo sapiens,19995214,,UA341,,,
GQ303558,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2009,2009,2009,1575,23-Dec-09,23-Dec-09,Canis familiaris,19995214,,D9/52,,,
GU992307,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,1983,1983,1983,1353,26-Apr-10,9-Aug-10,Canis familiaris,18446239,,8764THA,,,
HQ166186,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2000,2000,2000,1575,29-Nov-10,29-Nov-10,Canis familiaris,-,,D267f,,,
HQ232301,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2002,2002,2002,1575,29-Nov-10,29-Nov-10,Canis familiaris,-,,D713d,,,
JQ768453,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,1148,3-Jun-12,3-Jun-12,Homo sapiens,22471410,,Bali_H01RK,,,
JQ768454,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,891,3-Jun-12,3-Jun-12,Homo sapiens,-,,Bali H-02BL,,,
JQ768455,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,891,3-Jun-12,3-Jun-12,Homo sapiens,-,,Bali H-03MS,,,
JQ768456,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,891,3-Jun-12,3-Jun-12,Homo sapiens,-,,Bali H-04WA,,,
JQ768457,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,891,3-Jun-12,3-Jun-12,Homo sapiens,-,,Bali H-05KW,,,
JQ768458,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,891,3-Jun-12,3-Jun-12,Homo sapiens,-,,Bali H-06KR,,,
JN786877,AL_Asian_SEA3,Asian SEA3,THA,Thailand,-,2012,-,2012,11923,14-Aug-12,5-Nov-12,Canis lupus familiaris,22777181,,QS-05,,,
JX448340,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,2-Oct-12,2-Oct-12,Canis familiaris,-,,BL647-09,,,
JX462616,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL604-09,,,
JX462617,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL472-09,,,
JX462618,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL451A-09,,,
JX462619,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Felis catus,25643792,,BL649-09,,,
JX462620,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL598B-09,,,
JX462621,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL598C-09,,,
JX462622,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL627-09,,,
JX462623,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL659-09,,,
JX462624,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL629-09,,,
JX462625,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL675-09,,,
JX462626,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,1165,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL597-09,,,
JX462627,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL322-09,,,
JX462628,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL691-09,,,
JX462629,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,BL690-09,,,
JX462630,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,534,13-Oct-12,22-Mar-16,Felis catus,25643792,,BL027-10,,,
JX462631,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,534,13-Oct-12,22-Mar-16,Sus scrofa,25643792,,BL147-10,,,
JX462632,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,534,13-Oct-12,22-Mar-16,Capra hircus,25643792,,BL175-10,,,
JX462633,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,SL417-09,,,
JX462634,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2008,2008,2008,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,JA001-08,,,
JX462635,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,JA002-09,,,
JX462636,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,JA003-09,,,
JX462637,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Felis catus,25643792,,KL177-09,,,
JX462638,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Capra hircus,25643792,,KL268-09,,,
JX462639,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,FL007-09,,,
JX462640,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2008,2008,2008,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,SM770-08,,,
JX462641,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2009,2009,2009,534,13-Oct-12,22-Mar-16,Felis catus,25643792,,SM020-09,,,
JX462642,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,SM149-10,,,
JX462643,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,-,2010,2010,2010,534,13-Oct-12,22-Mar-16,Canis familiaris,25643792,,SM066-10,,,
KC792091,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1952,,,
KC792092,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1959,,,
KC792093,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1964,,,
KC792094,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1969,,,
KC792095,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1973,,,
KC792096,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1977,,,
KC792097,AL_Asian_SEA4,Asian SEA4,PHL,Philippines,-,2009,2009,2009,1572,17-Jun-13,17-Jun-13,Canis familiaris,*DOI:10.4172/jaa.1000061,,A12_1978,,,
KF482528,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,Bali,2009,2009,2009,446,20-Nov-13,20-Nov-13,Canis lupus familiaris,-,,D137,,,
KF482529,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,Bali,2009,2009,2009,446,20-Nov-13,20-Nov-13,Canis lupus familiaris,-,,D139,,,
KF482530,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,Bali,2010,2010,2010,446,20-Nov-13,20-Nov-13,Canis lupus familiaris,-,,D140,,,
KF482531,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,Bali,2010,2010,2010,446,20-Nov-13,20-Nov-13,Canis lupus familiaris,-,,D144,,,
KF482532,AL_Asian_SEA1b,Asian SEA1b,IDN,Indonesia,Bali,2010,2010,2010,446,20-Nov-13,20-Nov-13,Canis lupus familiaris,-,,D147,,,
KM366202,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S1030654,,,
KM366203,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2006,2006,2006,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,Q0201551,,,
KM366204,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0109375,,,
KM366205,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0717622,,,
KM366206,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0405536,,,
KM366207,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2007,2007,2007,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,R0919544,,,
KM366208,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2004,2004,2004,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,O0518537,,,
KM366209,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2002,2002,2002,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,M0516129,,,
KM366210,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2000,2000,2000,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,K0608309,,,
KM366211,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2010,2010,2010,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,U0309717,,,
KM366212,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,2008,2008,2008,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,S0614621,,,
KM366213,AL_Asian_SEA3,Asian SEA3,KHM,Cambodia,-,1998,1998,1998,1350,24-Mar-16,24-Mar-16,Canis familiaris,26705238,,I1203073,,,
